
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,17.58,1.09,19.16,0.578,0.275,63.8,69.6,47.6,0.79,60.25,8,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,18.42,1.09,20.08,0.522,0.249,74.1,80.8,47.6,0.7,68,10,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,26.6,1.09,29,0.675,0.318,83.7,91.2,47.1,0.76,61.97,12,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,22.3,1.09,24.3,0.556,0.266,83.9,91.5,47.8,0.67,71.34,11,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,34.83,1.09,37.96,0.829,0.397,87.7,95.6,47.9,0.87,55.06,9,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,23.01,1.09,25.08,0.539,0.257,89.5,97.6,47.7,0.95,50.21,8,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,21.51,1.09,23.45,0.473,0.224,96.1,104.8,47.3,0.68,69.56,10,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,17.89,1.09,19.49,0.376,0.182,98.3,107.1,48.4,0.99,48.89,10,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,17.13,1.09,18.67,0.334,0.164,104.5,113.9,49.1,0.93,52.8,-9999,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,25.59,1.09,27.89,0.489,0.234,109.3,119.2,47.9,0.59,81.19,12,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,24.91,1.09,27.15,0.449,0.213,117.2,127.8,47.3,1.02,46.37,10,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,26.06,1.18,30.75,0.812,0.389,67,79.1,47.9,1.32,36.29,5,none
CADIS,2014,7,7,1003,Eastern Cascades,Metolius River,44.3015,-121.7017,2.7,19,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,30.97,1.18,36.54,0.715,0.348,88.9,105,48.7,1.38,35.29,2,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,30.54,1.09,33.28,0.967,0.459,66.5,72.5,47.5,0.68,69.85,8,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,30.36,1.09,33.09,0.815,0.39,77.8,84.8,47.9,0.96,49.9,9,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,34.7,1.09,37.82,0.928,0.442,78.6,85.7,47.6,0.75,63.47,10,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,32.94,1.09,35.91,0.859,0.407,80.9,88.2,47.4,0.7,67.71,11,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,23.3,1.09,25.39,0.594,0.285,81.7,89,48,0.71,67.61,9,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,25.85,1.09,28.17,0.611,0.293,88.3,96.3,47.9,0.93,51.51,10,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,30.12,1.09,32.83,0.7,0.333,90.4,98.6,47.6,0.89,53.48,10,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,30.96,1.09,33.75,0.656,0.308,100.7,109.7,46.9,0.93,50.43,9,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Pinus,contorta,lodgepole pine,22.72,1.29,29.31,0.662,0.328,69.3,89.4,49.5,1.21,40.91,5,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,33.21,1.18,39.18,0.961,0.473,70.3,82.9,49.2,1.31,37.56,4,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,35.95,1.18,42.42,1.04,0.506,71,83.8,48.7,1.27,38.35,4,none
CADIS,2014,7,23,1004,Eastern Cascades,Metolius River,44.3703,-121.758,4.2,23,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,32.82,1.18,38.73,0.925,0.452,72.6,85.6,48.9,0.98,49.9,3,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,31.68,1.18,37.38,0.928,0.453,70,82.5,48.8,1.2,40.67,4,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,21.54,1.18,25.42,0.637,0.304,70.9,83.6,47.7,1.23,38.78,5,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,30.83,1.18,36.38,0.874,0.425,72.5,85.5,48.7,1.15,42.35,5,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,28.5,1.18,33.62,0.792,0.376,75.8,89.4,47.5,1.11,42.79,5,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,27.89,1.18,32.91,0.735,0.349,79.9,94.2,47.5,1.14,41.67,5,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,27.41,1.18,32.34,0.705,0.338,81,95.6,48,1.04,46.15,4,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,27.07,1.18,31.94,0.648,0.307,88.1,104,47.4,1.13,41.95,5,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,25.33,1.18,29.89,0.594,0.284,89.2,105.3,47.8,1.08,44.26,6,none
CADIS,2014,7,22,1005,Eastern Cascades,Metolius River,44.3258,-121.6738,1.4,26,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,28.95,1.18,34.16,0.655,0.316,91.5,107.9,48.3,1.53,31.57,5,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,34.48,1.18,40.69,1.113,0.539,64,75.5,48.4,1.16,41.72,3,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,19.83,1.18,23.4,0.595,0.291,68.2,80.5,48.9,1.09,44.86,4,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,29,1.18,34.22,0.795,0.386,75.1,88.6,48.6,1.09,44.59,3,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,30.69,1.18,36.21,0.809,0.394,77.9,91.9,48.7,1.03,47.28,3,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,27.63,1.18,32.6,0.726,0.353,78.2,92.2,48.7,1.08,45.09,4,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,30.83,1.18,36.38,0.822,0.389,79.2,93.4,47.4,1.04,45.58,3,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,22.91,1.18,27.03,0.566,0.273,84,99.2,48.2,1.19,40.5,3,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,25.99,1.18,30.67,0.636,0.308,84.3,99.4,48.5,1.24,39.11,4,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,24.51,1.18,28.92,0.601,0.291,84.3,99.4,48.4,1.08,44.81,4,none
CADIS,2014,7,14,1006,Eastern Cascades,Metolius River,44.3442,-121.5727,1.6,18,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,32.95,1.18,38.88,0.809,0.391,84.4,99.5,48.3,1.06,45.57,3,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,24.55,1.09,26.76,0.693,0.335,73.4,80,48.3,0.76,63.55,9,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,30.58,1.09,33.34,0.609,0.284,107.8,117.5,46.6,0.64,72.81,14,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,25.04,1.09,27.3,0.484,0.232,108.1,117.9,47.9,0.9,53.22,9,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,22.09,1.18,26.06,0.734,0.358,61.8,72.9,48.7,1.11,43.87,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,19.43,1.18,22.92,0.608,0.294,66,77.9,48.4,1.1,44,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,25.46,1.18,30.04,0.787,0.38,67,79.1,48.3,1.08,44.72,3,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,36.04,1.18,42.52,1.091,0.526,68.5,80.8,48.2,1.17,41.2,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,41.59,1.18,49.08,1.185,0.571,72.8,86,48.2,1.22,39.51,6,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,25.9,1.18,30.56,0.724,0.349,74.2,87.5,48.2,1.38,34.93,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,15.24,1.18,17.99,0.418,0.201,75.9,89.5,48.1,1.02,47.16,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,22.16,1.18,26.15,0.551,0.263,84.2,99.3,47.8,1.08,44.26,5,none
CADIS,2014,7,15,1007,Eastern Cascades,Metolius River,44.258,-121.6496,2.6,20,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,37.2,1.18,43.89,0.901,0.432,86,101.5,48,1.09,44.04,6,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,28.8,1.18,33.98,1.032,0.499,57.8,68.2,48.3,1.17,41.28,-9999,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,35.07,1.18,41.39,1.168,0.565,62,73.2,48.4,1.34,36.12,5,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,23.62,1.18,27.87,0.764,0.37,63.8,75.2,48.5,1.3,37.31,5,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,34.4,1.18,40.59,1.091,0.538,64,75.5,49.3,1.16,42.5,5,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,35.97,1.18,42.44,1.105,0.542,66.3,78.3,49.1,1.07,45.89,4,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,28.53,1.18,33.67,0.851,0.419,68.1,80.4,49.2,1.56,31.54,5,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,34.57,1.18,40.79,1.009,0.503,68.8,81.2,49.8,1.13,44.07,6,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,38.18,1.18,45.05,1.079,0.53,72.1,85.1,49.1,1.06,46.32,4,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,24.58,1.18,29,0.691,0.336,73.2,86.4,48.6,1.17,41.54,4,none
CADIS,2014,6,29,1008,Eastern Cascades,Metolius River,44.3233,-121.6054,1.2,7,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,48.32,1.18,57.01,1.128,0.551,87.8,103.6,48.8,1.16,42.07,6,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Abies,grandis,grand fir,26.78,1.09,29.19,0.664,0.315,84.9,92.5,47.5,0.71,66.9,9,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,25.16,1.15,28.93,0.789,0.376,66.9,77,47.6,0.79,60.25,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,48.43,1.15,55.7,1.496,0.715,67.7,77.9,47.8,1.03,46.41,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,28.31,1.15,32.55,0.762,0.36,78.5,90.3,47.3,0.84,56.31,4,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,34.47,1.15,39.64,0.893,0.423,81.4,93.7,47.4,0.87,54.48,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,36.72,1.15,42.22,0.938,0.446,82.2,94.6,47.6,1.11,42.88,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Calocedrus,decurrens,incense cedar,20.9,1.15,24.04,0.518,0.247,84.7,97.4,47.6,1.16,41.03,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,20.78,1.18,24.52,0.723,0.353,58.9,69.5,48.8,1.03,47.38,-9999,none
CADIS,2014,6,29,1009,Eastern Cascades,Metolius River,44.4515,-121.5577,2,16,evergreen needleleaf tree,gymnosperm,Pinus,ponderosa,ponderosa pine,22.99,1.18,27.13,0.775,0.377,61,72,48.6,1.09,44.59,4,none
